Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3345-4147-2952-77621,2021-12-24,1640307479,Charged,Armor_12_5G,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.00,2.49,Wilsonville,OR,97070,US,,
GPA.3358-9391-3059-25680,2021-12-24,1640314958,Charged,p3q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,Lancaster,PA,17603,US,,
GPA.3311-0661-3257-16688,2021-12-24,1640332966,Charged,gvwifiue,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,BESSEMER CITY,NC,28052,US,,
GPA.3331-9590-6403-01789,2021-12-24,1640334365,Charged,a50,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.18,2.67,Little Elm,TX,75068,US,,
GPA.3304-8793-2795-06328,2021-12-24,1640353280,Charged,OnePlus8,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,UNINCORPORATED,PA,17368,US,,
GPA.3341-0253-0492-85924,2021-12-24,1640365356,Charged,ocean,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,SEK,24.80,6.20,31.00,,,,SE,,
GPA.3394-7215-5621-87631,2021-12-24,1640369353,Charged,AGM_Glory_G1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,eureka,MO,63025,US,,
GPA.3338-4102-5458-60495,2021-12-24,1640382917,Charged,star2lte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3324-0079-3101-92271,2021-12-24,1640383161,Charged,star2lte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3386-7367-4799-57275,2021-12-25,1640403882,Charged,sofia,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,LIVE OAK,CA,95953,US,,
GPA.3359-0594-2322-95438,2021-12-25,1640451004,Charged,greatqlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,OCEANSIDE,CA,92083,US,,
GPA.3343-7034-7343-41958,2021-12-25,1640468662,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.40,5.89,LOS ALAMOS,NM,87544,US,,
GPA.3357-9823-2826-58758,2021-12-25,1640469671,Charged,beyond0q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Ravenna,NE,68869,US,,
GPA.3331-2102-1082-06558,2021-12-25,1640471836,Charged,dream2qltecan,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,CAD,4.49,0.22,4.71,winnipeg,MB,R2C4C6,CA,,
GPA.3388-6427-1419-49127,2021-12-26,1640478303,Charged,hero2lte,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,BRL,5.49,0.00,5.49,Osasco,SP,08260360,BR,,
GPA.3365-7542-9382-01551,2021-12-26,1640492952,Charged,beyond0q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.22,3.71,GREEN VALLEY,AZ,85622,US,,
GPA.3310-7153-5124-58511,2021-12-26,1640527872,Charged,ASUS_I005_1,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,GBP,2.24,0.45,2.69,,,,GB,,
GPA.3399-9705-3575-47990,2021-12-26,1640527888,Charged,ASUS_I005_1,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,GBP,1.27,0.25,1.52,,,,GB,,
GPA.3365-6182-1509-47260,2021-12-26,1640528331,Charged,ASUS_I005_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3329-2704-9081-27052,2021-12-26,1640528347,Charged,ASUS_I005_1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3336-6199-2609-16754,2021-12-26,1640530787,Charged,BISON,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,BRL,20.99,0.00,20.99,Guarulhos,SP,07151580,BR,,
GPA.3319-3042-0781-59728,2021-12-26,1640533453,Charged,walleye,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BOULDER,CO,80305,US,,
GPA.3361-5561-3841-05615,2021-12-26,1640539770,Charged,y2q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.24,3.73,North Versailles,PA,15137,US,,
GPA.3356-8216-1102-28189,2021-12-26,1640539793,Charged,y2q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,0.38,5.87,North Versailles,PA,15137,US,,
GPA.3393-1356-1911-62445,2021-12-26,1640540035,Charged,y2q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.17,2.66,North Versailles,PA,15137,US,,
GPA.3338-1031-2763-34581,2021-12-26,1640540047,Charged,y2q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.14,2.13,North Versailles,PA,15137,US,,
GPA.3391-3292-0295-22387,2021-12-26,1640553470,Charged,oriole,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.31,3.80,Vail,AZ,85641,US,,
GPA.3322-5067-3407-47691,2021-12-26,1640553505,Charged,oriole,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,Vail,AZ,85641,US,,
GPA.3356-2521-5065-90408,2021-12-26,1640559726,Charged,p3q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.00,2.49,ALTHA,FL,32428,US,,
GPA.3383-8025-1964-54245,2021-12-27,1640581422,Charged,gts4lwifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,EAGLE MOUNTAIN,UT,84045,US,,
GPA.3333-4159-1508-01359,2021-12-27,1640591912,Charged,a12u,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.27,5.76,BAR NUNN,WY,82601,US,,
GPA.3356-9316-9676-16196,2021-12-27,1640598852,Charged,HWCLT,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.70,4.19,,,,GB,,
GPA.3393-1356-1911-62445,2021-12-27,1640604864,Refund,y2q,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,-0.17,-2.66,North Versailles,PA,15137,US,,
GPA.3356-8216-1102-28189,2021-12-27,1640608665,Refund,y2q,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,-0.38,-5.87,North Versailles,PA,15137,US,,
GPA.3338-1031-2763-34581,2021-12-27,1640614448,Refund,y2q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,-0.14,-2.13,North Versailles,PA,15137,US,,
GPA.3353-1587-8707-63308,2021-12-27,1640616767,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.35,5.84,GROTON,CT,06340,US,,
GPA.3389-3876-8893-13597,2021-12-27,1640616956,Charged,a32x,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.12,2.11,Dallastown,PA,17313,US,,
GPA.3378-8587-1114-51203,2021-12-27,1640616971,Charged,a32x,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,premium,USD,2.49,0.15,2.64,Dallastown,PA,17313,US,,
GPA.3321-0427-4616-24020,2021-12-27,1640624015,Charged,a21,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,CHINCOTEAGUE,VA,23336,US,,
GPA.3353-9794-9021-12653,2021-12-27,1640624091,Charged,a21,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,CHINCOTEAGUE,VA,23336,US,,
GPA.3366-3834-4433-28555,2021-12-27,1640624478,Charged,redfin,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,Canaan,NH,03741,US,,
GPA.3361-5561-3841-05615,2021-12-27,1640629502,Refund,y2q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,-0.24,-3.73,North Versailles,PA,15137,US,,
GPA.3383-1034-5415-94956,2021-12-27,1640636547,Charged,berlna,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.37,5.86,BOGUE,NC,28570,US,,
GPA.3347-3637-1446-63125,2021-12-27,1640636562,Charged,berlna,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,BOGUE,NC,28570,US,,
GPA.3399-0726-5730-67540,2021-12-27,1640644111,Charged,a32x,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.89,8.38,Prince George,BC,V2M 1C5,CA,,
GPA.3336-7182-5410-98063,2021-12-27,1640644150,Charged,a32x,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,CAD,4.49,0.53,5.02,Prince George,BC,V2M 1C5,CA,,
GPA.3357-8083-9659-45494,2021-12-27,1640646722,Charged,p3q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.26,3.75,Durham,NC,27703,US,,
GPA.3340-8958-6387-85032,2021-12-28,1640660396,Charged,d1q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.00,1.96,springfield,OR,97478,US,,
GPA.3320-6230-2110-69015,2021-12-28,1640660552,Charged,crownqltesq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Hernando,MS,38632,US,,
GPA.3350-0084-0559-54325,2021-12-28,1640707735,Charged,joan,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,UNINCORPORATED,MI,49071,US,,
GPA.3325-6921-7139-08408,2021-12-28,1640707765,Charged,joan,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,UNINCORPORATED,MI,49071,US,,
GPA.3361-6556-1565-27766,2021-12-28,1640710177,Charged,E6910,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,Green Valley,AZ,85614,US,,
GPA.3330-6123-1906-46106,2021-12-28,1640713018,Charged,HWPOT-H,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,GBP,1.27,0.25,1.52,,,,GB,,
GPA.3307-1289-8680-97295,2021-12-28,1640713035,Charged,HWPOT-H,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,GBP,2.24,0.45,2.69,,,,GB,,
GPA.3322-3433-5174-70316,2021-12-28,1640717302,Charged,gta4lwifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,VISALIA,CA,93277,US,,
GPA.3322-3986-6934-55979,2021-12-28,1640722952,Charged,o1q,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,USD,1.96,0.00,1.96,HIALEAH,FL,33012,US,,
GPA.3361-8685-1285-82957,2021-12-28,1640723457,Charged,f2q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.13,2.12,RED LICK,TX,75503,US,,
GPA.3371-0327-1489-51624,2021-12-28,1640731204,Charged,d2s,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,CZK,61.98,13.01,74.99,,,,CZ,,
GPA.3335-8239-2933-07709,2021-12-29,1640747889,Charged,OnePlusN200TMO,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,FORT HOOD,TX,76544,US,,
GPA.3310-8037-2131-73588,2021-12-29,1640749893,Charged,r8q,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.00,1.99,COLUMBIA,MO,65202,US,,
GPA.3367-2237-1089-05495,2021-12-29,1640749968,Charged,y2q,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.21,3.70,MOUNT PLEASANT,MI,48858,US,,
GPA.3354-0889-6077-05208,2021-12-29,1640759066,Charged,t2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.37,5.86,MEDINA,OH,44256,US,,
GPA.3368-3794-1123-62379,2021-12-29,1640778103,Charged,z3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,Silver Creek,GA,30173,US,,
GPA.3309-0552-9113-28810,2021-12-29,1640778125,Charged,z3q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,Silver Creek,GA,30173,US,,
GPA.3393-4713-5786-60220,2021-12-29,1640791802,Charged,starqltesq,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.23,3.72,BATAVIA,OH,45103,US,,
GPA.3374-5774-2446-43237,2021-12-29,1640800588,Charged,bloomq,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,USD,5.49,0.00,5.49,Scott City,MO,63780,US,,
GPA.3388-6672-3300-24596,2021-12-29,1640800606,Charged,bloomq,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,USD,3.49,0.00,3.49,Scott City,MO,63780,US,,
GPA.3316-9074-6208-63329,2021-12-29,1640800647,Charged,r8q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,OWENSBORO,KY,42303,US,,
GPA.3367-6203-0762-46656,2021-12-29,1640800705,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,OWENSBORO,KY,42303,US,,
GPA.3369-0446-3001-91902,2021-12-29,1640815425,Charged,hana_cheets,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,inapp,unlockcharactermanager,USD,1.99,0.16,2.15,Winnsboro,TX,75494,US,,
GPA.3399-2909-9927-38680,2021-12-29,1640820600,Charged,flame,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,BROKEN BOW,OK,74728,US,,
GPA.3319-7282-6205-32498,2021-12-30,1640843032,Charged,vince,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,RUB,299.17,59.83,359.00,, ,398024,RU,,
GPA.3385-2801-6191-59410,2021-12-30,1640843051,Charged,vince,Dungeon Master Tools (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,dmtoolspf2,RUB,190.83,38.17,229.00,, ,398024,RU,,
GPA.3310-0474-5220-48400,2021-12-30,1640881467,Charged,a50,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.97,8.46,Mississauga,ON,L5B 0C8,CA,,
GPA.3343-7060-9044-48015,2021-12-30,1640885683,Charged,barbet,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.13,3.62,Fort Collins,CO,80526,US,,
GPA.3366-2139-1994-78169,2021-12-30,1640898006,Charged,HWELE,Unlock Character Manager (D20 Complete Reference),com.vansteinengroentjes.apps.ddcompletereference,inapp,unlockcharactermanager,GBP,0.27,0.25,0.52,,,,GB,,
GPA.3338-1232-4351-00824,2021-12-30,1640902647,Charged,greatqlteue,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,LA PUENTE,CA,91744,US,,
GPA.3362-5754-1571-30437,2021-12-30,1640902663,Charged,greatqlteue,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,LA PUENTE,CA,91744,US,,
GPA.3307-7160-1576-32586,2021-12-30,1640905645,Charged,mdh5lm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.00,5.49,FERRUM,VA,24088,US,,
GPA.3355-3830-8879-70107,2021-12-31,1640919668,Charged,surfna,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.52,6.01,MOUNT VERNON,IL,62864,US,,
GPA.3323-9490-6989-63920,2021-12-31,1640921453,Charged,bloomxq,"Unlock DM tools, Dice tools and remove ads. (D20 Complete Reference)",com.vansteinengroentjes.apps.ddcompletereference,inapp,premium,USD,2.49,0.00,2.49,Blackwell,OK,74631,US,,
GPA.3318-5465-4964-30351,2021-12-31,1640924985,Charged,mdh5lm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,FERRUM,VA,24088,US,,
GPA.3324-8950-2471-71444,2021-12-31,1640945046,Charged,dreamlte,Character Manager (Complete Reference for Pathfinder 2),com.vansteinengroentjes.pathfindertwo,inapp,charpf2,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3358-1645-3311-89518,2021-12-31,1640954960,Charged,sofiap,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,HOMER,GA,30558,US,,
GPA.3358-8615-1171-80349,2021-12-31,1640956762,Charged,a42xuq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.31,3.80,TWISP,WA,98856,US,,
GPA.3397-7418-5342-99790,2021-12-31,1640956797,Charged,a42xuq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,TWISP,WA,98856,US,,
GPA.3333-5146-4957-35294,2021-12-31,1640977281,Charged,d1,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,2.16,0.43,2.59,,,,GB,,
GPA.3306-0097-9714-42420,2021-12-31,1640989659,Charged,a51x,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.00,3.49,IDAHO FALLS,ID,83401,US,,
GPA.3316-8440-5273-98382,2021-12-31,1640993827,Charged,borneo,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,Rapid City,SD,57701,US,,
